timestep,value
0.0,-0.009361013582934405
1.0,-0.024400353431735085
2.0,-0.056622150955999574
3.0000000000000004,-0.004770914916844567
4.0,0.11542406334809692
5.0,-0.03936357617594388
6.000000000000001,-0.012638988293781843
7.000000000000001,0.0002127898912760976
8.0,0.034044874296023445
9.0,-0.03178184263889192
10.0,-0.044072458492602204
11.0,0.021871319034410114
12.000000000000002,0.013567552377525945
13.0,0.08641582162019146
14.000000000000002,-0.016167804279637574
15.0,-0.021524293482926664
16.0,-0.017780214416313455
17.0,-0.00660112323201446
18.0,-0.07958448504514323
19.0,-0.06192057977874086
20.0,-0.09253912365205753
21.0,-0.05050949038254641
22.0,0.07694117368875891
23.000000000000004,-0.017753193338684886
24.000000000000004,-0.007918741864408944
25.0,-0.005463243662961676
26.0,-0.0331967174451471
27.0,0.02199652482221566
28.000000000000004,0.02405156210122081
29.000000000000004,-0.10459415539024888
30.0,-0.01036268167197894
31.0,0.030381206735614848
32.0,0.05838387793807699
33.0,-0.08314664431168013
34.0,-0.057617629698575624
35.0,-0.02129608432871378
36.0,-0.04040318219524203
37.0,0.01750618083227841
38.0,0.05289181394898326
39.0,-0.04261108359459068
39.0,0.025146005000947873
40.0,0.031575153497016596
41.00000000000001,0.11629025315170938
42.0,0.11360829993842704
43.00000000000001,0.2948630030042654
44.0,0.15067047021462404
45.0,0.20903391281420547
46.00000000000001,0.3675680052547591
47.0,0.34321463793934665
48.00000000000001,0.5867372585329215
49.0,0.7384644116603216
50.0,0.8938428208092611
51.00000000000001,1.116259020566019
52.0,1.2202898643577649
53.00000000000001,1.3524712492400426
54.0,1.5495367666867093
55.0,1.7090842174328766
56.00000000000001,1.8278726097205042
57.0,1.9860389333755493
58.00000000000001,2.068117388183056
59.0,2.081459961306699
60.0,1.9432074163623252
61.00000000000001,1.9234443502043475
62.000000000000014,1.7285407961078985
63.00000000000001,1.666660263121683
64.0,1.5256668729648164
65.0,1.4562020610654747
66.0,1.2732748264302067
67.00000000000001,1.0092872803914077
68.0,0.8354342081283308
69.0,0.8062242394814714
70.0,0.6040415838946114
71.0,0.4463852182314044
72.00000000000001,0.44324251316425917
73.0,0.3181280330600108
74.0,0.12217338017165275
75.0,0.14734291910781952
76.0,0.1490410869538023
77.00000000000001,0.0012770185264198292
78.0,0.049685115080520266
79.0,0.05565342334593814
80.0,-0.028447062888336084
81.0,-0.022342817792358416
82.0,0.04292521493421453
82.99999999999999,-0.05436516897080142
83.99999999999999,0.015515272153267487
84.99999999999999,0.08476525103206166
85.99999999999997,-0.01033781450816159
86.99999999999997,-0.08954008648312654
87.99999999999997,0.00777863087824322
87.99999999999997,0.029698793459118158
88.99999999999997,-0.0178455247379612
89.99999999999997,-0.09842082891121413
90.99999999999997,0.013601104747893401
91.99999999999997,-0.08819738725610432
92.99999999999997,-0.033953019446302066
93.99999999999997,0.02647269554867597
94.99999999999997,0.03552781365337183
95.99999999999997,0.024839069539598784
96.99999999999997,-0.053141907767018104
97.99999999999997,-0.0621635607661212
98.99999999999997,-0.02488635277515701
99.99999999999997,-0.05501247627881981
100.99999999999997,-0.06921503898551701
101.99999999999997,0.03427768257547795
102.99999999999997,-0.042443533465603846
103.99999999999997,-0.003984594175703004
104.99999999999997,0.04274066499188239
105.99999999999997,0.15888176267855803
106.99999999999997,0.038769239124011576
107.99999999999997,-0.07692466284122029
108.99999999999997,-0.018156975699780576
109.99999999999997,0.020509536488484963
110.99999999999997,0.06637962515382427
111.99999999999997,0.03457698856805682
112.99999999999997,-0.042657452514196545
113.99999999999997,-0.10006855920984446
114.99999999999997,-0.01348726528006018
115.99999999999997,0.04213416832611755
116.99999999999997,0.04068686845845125
117.99999999999997,0.0050772928682598015
118.99999999999997,0.07258627736331028
119.99999999999997,-0.027751803700281172
120.99999999999997,-0.02130747057029979
121.99999999999997,0.03761317897756657
122.99999999999997,0.032342243522138936
123.99999999999997,-0.07782828795164504
124.99999999999997,0.0008083089490414024
125.99999999999997,0.013192753441282859
126.99999999999997,0.011185216518004871
126.99999999999997,0.11509709036045947
127.99999999999997,0.027576240997787337
129.0,0.021578282862607448
129.99999999999997,0.14772699574419434
130.99999999999997,0.24737739299093875
131.99999999999997,0.29834794662588815
132.99999999999997,0.19385844496265714
134.0,0.4430539898705708
134.99999999999997,0.4482335587639124
135.99999999999997,0.5984912638723957
136.99999999999997,0.721268741662871
137.99999999999997,0.848948589506466
139.0,1.0358044813485416
139.99999999999997,1.2487421628954039
140.99999999999997,1.4734042792529387
141.99999999999997,1.5856636014097363
142.99999999999997,1.7422820472978198
144.0,1.9209465304258855
144.99999999999997,1.889264517551935
145.99999999999997,2.0534670454931128
146.99999999999997,1.916489814384779
147.99999999999997,2.044352625832639
149.0,1.8875565754754826
149.99999999999997,1.8158574950806101
150.99999999999997,1.670564165651513
151.99999999999997,1.5923528762731811
152.99999999999997,1.2521280304381825
154.0,1.1688998434156457
154.99999999999997,1.1780774537274836
155.99999999999997,0.8638726075586501
156.99999999999997,0.7098320185087595
157.99999999999997,0.6655987885420769
159.0,0.45844313343080395
159.99999999999997,0.3066864909682143
160.99999999999997,0.28151754899037507
161.99999999999994,0.20947578822859428
162.99999999999997,0.12752123892992337
164.0,0.12480092388099903
165.0,0.033981916178865576
165.99999999999997,0.0651316353322004
166.99999999999994,0.06108169178876291
167.99999999999997,0.0290765959482675
169.0,-0.07448745124305377
169.99999999999997,0.05408333711444854
170.99999999999994,-0.004142024025010104
171.99999999999994,-0.04491448122274033
172.99999999999997,0.01519109839070154
173.99999999999994,0.028267301733459517
174.99999999999994,0.04739695019747447
175.99999999999994,0.029628687661861733
175.99999999999994,-0.021907180817514416
176.99999999999994,-0.02598793314426954
177.99999999999994,-0.06952042432653854
178.99999999999994,0.030520446742623986
179.99999999999994,-0.00705321113440852
180.99999999999994,-0.07036734997339661
181.99999999999994,-0.06804455748458307
182.99999999999994,-0.017872242479711916
183.99999999999994,0.006029720215332287
184.99999999999994,-0.06365457053302173
185.99999999999994,-0.10304031656275994
186.99999999999994,-0.08171216232712972
187.99999999999994,0.05581370669067488
188.99999999999994,-0.03620258149718222
189.99999999999994,0.014383444329842884
190.99999999999994,-0.0013947485404471123
191.99999999999994,-0.009777237187727161
192.99999999999994,-0.09393968166302613
193.99999999999994,0.004691069351042036
194.99999999999994,-0.07320225054185377
195.99999999999994,-0.016190284550891398
196.99999999999994,0.057752538755652866
197.99999999999994,-0.03144466831158282
198.99999999999994,0.010171338604706062
199.99999999999994,0.03691367718011677
200.99999999999994,0.01926500062225016
201.99999999999994,0.04391828978836106
202.99999999999994,-0.018909399894084307
203.99999999999994,0.03672770520341278
204.99999999999994,0.11727635100067693
205.99999999999994,0.015927359763913993
206.99999999999994,0.08920565361122539
207.99999999999994,-0.025506831927570386
208.99999999999994,-0.03179714507145617
209.99999999999994,0.020463585902106996
210.99999999999994,0.05596572077169446
